age,housing,deposits,withdrawal,purchases_partners,purchases,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,payment_type
34.0,na,0,0,6,0,1,1,1,1,1,2,Bi-Weekly
20.0,R,32,1,114,31,1,1,1,0,1,0,Weekly
34.0,R,2,0,110,2,1,1,1,0,1,0,Monthly
24.0,R,4,0,6,4,1,0,0,0,1,0,Weekly
44.0,R,4,0,85,4,1,1,1,1,0,2,Bi-Weekly
30.0,O,7,0,89,7,1,1,1,1,0,0,Bi-Weekly
18.0,R,6,1,70,6,1,1,1,0,1,0,Bi-Weekly
24.0,na,0,0,1,0,1,1,1,0,1,0,Bi-Weekly
24.0,na,3,1,62,3,1,0,0,0,1,0,Bi-Weekly
33.0,R,0,0,73,0,1,1,1,0,1,0,Bi-Weekly
28.0,R,20,1,20,20,1,0,0,1,1,2,Bi-Weekly
64.0,R,0,0,43,0,1,1,1,1,0,0,Bi-Weekly
20.0,R,22,0,81,22,1,0,0,0,1,0,Bi-Weekly
35.0,R,1,0,0,1,1,1,1,0,1,0,na
43.0,O,0,0,0,0,1,1,1,0,1,0,na
28.0,na,1,0,39,1,1,1,1,0,1,2,na
28.0,R,1,0,15,1,1,1,1,0,1,2,Weekly
58.0,na,4,0,65,4,1,1,1,0,1,0,Semi-Monthly
39.0,R,62,10,60,47,1,1,1,1,0,2,Monthly
49.0,na,0,0,30,0,1,1,1,1,1,3,na
41.0,R,52,2,92,50,1,1,1,0,1,2,Bi-Weekly
28.0,na,0,0,27,0,1,0,0,0,1,0,Bi-Weekly
36.0,na,0,0,0,0,1,1,1,0,1,2,Bi-Weekly
25.0,na,0,0,19,0,1,0,0,0,1,0,Bi-Weekly
25.0,R,0,0,0,0,1,0,0,0,1,0,Semi-Monthly
20.0,na,0,0,59,0,1,0,0,0,1,0,na
43.0,na,9,1,112,9,1,0,0,1,0,0,na
30.0,R,0,0,0,0,1,0,0,0,1,2,na
22.0,R,2,2,18,2,1,1,1,0,1,0,na
29.0,R,0,0,0,0,1,1,1,1,0,0,Semi-Monthly
32.0,na,0,0,23,0,1,1,1,1,0,0,Bi-Weekly
37.0,O,0,0,0,0,1,1,1,1,0,2,Bi-Weekly
28.0,na,1,0,36,1,1,0,0,1,0,0,Bi-Weekly
34.0,R,0,0,71,0,1,1,1,0,1,0,Weekly
35.0,R,8,2,129,8,1,0,0,1,0,0,Bi-Weekly
57.0,R,0,0,0,0,0,1,0,0,0,0,na
29.0,R,0,0,0,0,1,1,1,0,1,2,Weekly
29.0,R,17,1,30,17,1,1,1,1,0,2,Weekly
25.0,na,0,0,0,0,1,0,0,0,1,0,na
23.0,R,11,0,42,11,1,0,0,0,1,0,Bi-Weekly
36.0,R,0,0,3,0,1,0,0,0,1,0,Semi-Monthly
30.0,na,0,0,0,0,1,1,1,1,0,0,Bi-Weekly
28.0,R,0,0,0,0,1,0,0,0,1,0,Monthly
23.0,R,0,0,113,0,1,0,0,0,1,0,Bi-Weekly
24.0,R,0,0,141,0,1,0,0,1,0,0,na
27.0,na,0,0,24,0,1,0,0,1,0,0,na
26.0,R,0,0,0,0,1,1,1,0,1,0,na
43.0,na,0,0,0,0,1,1,1,1,0,0,Weekly
26.0,na,2,3,14,2,1,1,1,0,1,2,Weekly
32.0,R,9,0,18,9,1,0,0,1,0,0,Weekly
25.0,na,0,0,82,0,1,1,1,1,0,2,Monthly
38.0,R,24,0,14,23,1,0,0,1,0,0,Semi-Monthly
41.0,O,0,0,0,0,1,1,1,1,0,0,Bi-Weekly
35.0,R,0,0,0,0,1,1,1,0,1,2,Bi-Weekly
26.0,na,0,0,45,0,1,1,1,0,1,0,Weekly
29.0,R,33,3,86,33,1,0,0,0,1,0,Bi-Weekly
34.0,na,0,0,0,0,1,0,0,1,0,0,Bi-Weekly
34.0,na,0,0,0,0,1,1,1,1,0,0,Semi-Monthly
36.0,na,0,0,0,0,1,1,1,1,0,0,Bi-Weekly
29.0,R,15,0,21,15,1,1,1,1,0,0,Bi-Weekly
33.0,na,6,0,47,6,1,1,1,0,1,0,Monthly
25.0,na,0,0,0,0,1,0,0,1,0,0,Monthly
29.0,R,0,0,0,0,1,1,1,0,1,0,Monthly
43.0,na,0,0,0,0,1,0,0,0,1,0,Bi-Weekly
21.0,na,0,0,22,0,1,1,1,0,1,0,Bi-Weekly
39.0,R,0,0,7,0,1,1,1,0,1,0,Weekly
33.0,na,0,0,0,0,1,1,1,0,1,2,Semi-Monthly
30.0,na,0,0,3,0,1,1,1,1,0,0,Weekly
40.0,na,0,0,40,0,1,1,1,1,0,0,Semi-Monthly
22.0,na,10,3,94,10,1,1,1,1,0,0,Bi-Weekly
28.0,R,4,1,72,4,1,0,0,1,0,0,na
28.0,na,0,0,0,0,1,1,1,0,1,0,Semi-Monthly
27.0,na,0,0,52,0,1,0,0,0,1,0,Semi-Monthly
39.0,R,4,3,188,4,1,0,0,1,0,0,na
26.0,R,2,1,0,1,1,0,0,0,1,0,Weekly
29.0,R,0,0,0,0,1,1,1,0,1,0,Weekly
47.0,na,0,0,0,0,1,1,1,1,0,0,Bi-Weekly
28.0,R,0,0,0,0,1,1,1,1,0,2,Bi-Weekly
35.0,R,0,0,0,0,1,0,0,1,0,0,Weekly
32.0,O,0,0,0,0,1,1,1,0,1,0,Semi-Monthly
52.0,O,10,0,41,10,1,1,1,1,0,0,na
27.0,O,0,0,45,0,1,0,0,0,1,0,Bi-Weekly
21.0,R,0,0,0,0,1,1,1,0,1,0,Semi-Monthly
24.0,na,0,0,5,0,1,1,1,0,1,0,Weekly
35.0,R,0,0,82,0,1,1,1,0,1,2,na
25.0,R,15,1,145,15,1,1,1,0,1,2,Weekly
25.0,R,5,2,47,5,1,1,1,1,1,3,na
50.0,na,3,1,38,3,1,0,0,1,0,0,Bi-Weekly
23.0,R,0,0,0,0,1,1,1,0,1,3,Weekly
36.0,na,0,0,59,0,1,1,1,0,1,0,Weekly
32.0,na,0,0,46,0,1,0,0,1,0,2,Bi-Weekly
45.0,R,57,3,63,55,1,1,1,0,1,2,Semi-Monthly
31.0,R,0,0,10,0,1,1,1,0,1,2,Bi-Weekly
29.0,R,0,0,0,0,1,1,1,0,1,0,Weekly
30.0,R,0,0,0,0,1,1,1,0,1,2,Bi-Weekly
32.0,R,31,4,40,30,1,1,1,1,0,2,na
25.0,O,0,0,0,0,1,0,0,0,1,0,Bi-Weekly
35.0,O,26,6,72,26,1,1,1,0,1,0,Bi-Weekly
27.0,na,0,0,0,0,1,1,1,0,1,0,Weekly
27.0,na,0,0,22,0,1,1,1,1,1,2,Bi-Weekly
31.0,na,5,1,61,4,1,1,1,1,0,0,Weekly
23.0,na,0,0,0,0,1,0,0,0,1,0,Monthly
31.0,R,25,0,20,23,1,1,1,1,1,2,Weekly
34.0,R,6,1,74,6,1,1,1,1,1,2,Monthly
33.0,R,0,0,0,0,1,1,1,0,1,0,Semi-Monthly
24.0,na,0,0,10,0,1,1,1,0,1,0,Monthly
40.0,R,0,0,17,0,1,0,0,0,1,2,Bi-Weekly
31.0,O,1,0,1,1,1,1,1,0,1,0,Bi-Weekly
24.0,O,1,0,8,1,1,0,0,1,0,2,Bi-Weekly
32.0,na,0,0,0,0,1,1,1,1,0,0,Bi-Weekly
41.0,R,0,0,0,0,1,0,0,1,0,0,Bi-Weekly
22.0,R,0,0,0,0,1,1,1,1,0,0,Bi-Weekly
28.0,na,5,0,0,5,1,0,0,0,1,0,Bi-Weekly
30.0,na,0,0,31,0,1,0,0,0,1,0,Weekly
22.0,R,0,0,62,0,1,0,0,0,1,0,Bi-Weekly
27.0,R,56,4,115,55,1,1,1,0,1,0,na
37.0,na,0,0,0,0,1,1,1,1,0,0,Bi-Weekly
27.0,na,1,0,24,1,1,0,0,1,0,2,Bi-Weekly
19.0,R,0,0,18,0,1,0,0,0,1,0,Monthly
26.0,na,0,0,45,0,1,0,0,1,0,0,Weekly
25.0,R,0,0,61,0,1,0,0,1,0,0,Bi-Weekly
34.0,O,50,0,156,50,1,1,1,0,1,0,Bi-Weekly
24.0,na,0,0,0,0,1,0,0,0,1,0,Weekly
52.0,na,1,0,1,1,1,1,1,1,0,2,Semi-Monthly
22.0,R,1,1,70,1,1,0,0,0,1,0,Bi-Weekly
26.0,na,0,0,16,0,1,0,0,0,1,0,Bi-Weekly
23.0,na,5,0,25,5,1,1,1,1,0,2,Bi-Weekly
21.0,na,8,2,159,8,1,0,0,0,1,0,Weekly
39.0,O,9,2,21,9,1,1,1,1,0,0,Monthly
24.0,R,0,0,0,0,1,1,1,1,1,2,na
30.0,O,0,0,0,0,1,0,0,1,0,0,Bi-Weekly
48.0,R,4,1,7,4,1,0,0,1,0,0,Monthly
35.0,na,1,0,91,1,1,1,1,0,1,0,Bi-Weekly
24.0,R,0,0,0,0,1,1,1,0,1,0,Bi-Weekly
26.0,R,0,0,64,0,1,1,1,1,0,0,Bi-Weekly
24.0,na,0,0,1,0,1,0,0,0,1,0,Weekly
29.0,R,1,0,6,1,1,1,1,1,0,0,Weekly
52.0,na,0,0,1,0,1,1,1,1,0,0,Weekly
52.0,O,0,0,0,0,1,1,1,1,1,2,Weekly
28.0,R,3,1,61,3,1,1,1,0,1,0,Weekly
24.0,R,0,0,117,0,1,1,1,1,0,0,Monthly
31.0,R,0,0,40,0,1,1,1,0,1,2,Bi-Weekly
50.0,na,0,0,2,0,1,1,1,0,1,0,Bi-Weekly
36.0,R,13,6,99,13,1,1,1,0,1,3,Semi-Monthly
32.0,R,0,0,4,0,1,1,1,0,1,0,Monthly
31.0,na,0,0,0,0,1,0,0,0,1,0,Monthly
32.0,na,3,0,26,3,1,1,1,0,1,0,Bi-Weekly
43.0,na,0,0,0,0,1,0,0,0,1,0,Semi-Monthly
25.0,na,0,0,4,0,1,1,1,0,1,0,Bi-Weekly
43.0,R,4,0,83,4,1,1,1,0,1,0,Semi-Monthly
50.0,O,0,0,0,0,0,1,0,0,0,0,Bi-Weekly
25.0,R,1,0,1,1,1,1,1,0,1,0,Bi-Weekly
51.0,na,1,0,174,1,1,1,1,1,0,0,Bi-Weekly
27.0,na,0,0,22,0,1,0,0,1,0,0,Bi-Weekly
28.0,R,5,1,35,5,1,0,0,0,1,0,Weekly
41.0,na,0,0,45,0,1,1,1,1,1,2,Bi-Weekly
43.0,O,0,0,0,0,1,1,1,0,1,0,Bi-Weekly
26.0,R,0,0,125,0,1,0,0,0,1,0,Weekly
23.0,R,14,2,134,14,1,0,0,0,1,0,Weekly
29.0,R,50,1,73,50,1,1,1,1,1,2,Bi-Weekly
20.0,na,0,0,0,0,1,0,0,0,1,0,Bi-Weekly
53.0,na,0,0,1,0,1,1,1,1,0,0,Weekly
29.0,R,0,0,17,0,1,1,1,0,1,0,Bi-Weekly
58.0,R,0,0,0,0,1,1,1,1,0,3,Bi-Weekly
23.0,na,2,1,32,2,1,1,1,0,1,2,Monthly
27.0,na,0,0,24,0,1,0,0,1,0,0,na
25.0,R,9,0,19,9,1,1,1,0,1,0,Bi-Weekly
39.0,R,7,1,14,6,1,1,1,1,0,2,na
29.0,R,0,0,0,0,1,0,0,1,0,0,na
35.0,R,0,0,2,0,1,0,0,0,1,0,Bi-Weekly
26.0,na,0,0,5,0,1,0,0,0,1,0,Weekly
30.0,R,0,0,87,0,1,1,1,1,0,0,na
37.0,na,54,2,59,53,1,0,0,0,1,0,Semi-Monthly
47.0,na,31,2,31,30,1,1,1,0,1,0,Weekly
70.0,O,3,0,30,3,1,1,1,0,1,0,Monthly
48.0,na,0,0,0,0,0,1,0,0,0,0,Weekly
24.0,R,13,2,71,13,1,0,0,0,1,0,na
31.0,R,0,0,140,0,1,1,1,0,1,0,Weekly
38.0,na,0,0,13,0,1,0,0,0,1,0,Bi-Weekly
25.0,na,0,0,1,0,1,1,1,0,1,0,Bi-Weekly
23.0,na,0,0,1,0,1,1,1,0,1,0,Semi-Monthly
24.0,R,6,2,55,6,1,0,0,0,1,0,na
22.0,R,12,0,62,11,1,0,0,0,1,0,Semi-Monthly
23.0,R,0,0,0,0,1,0,0,1,0,0,Weekly
29.0,na,0,0,0,0,1,0,0,1,0,0,Bi-Weekly
25.0,na,0,0,0,0,1,1,1,0,1,0,Bi-Weekly
29.0,R,0,0,38,0,1,0,0,1,1,2,na
38.0,na,0,0,32,0,1,1,1,0,1,0,Weekly
33.0,O,5,1,73,5,1,0,0,0,1,0,Semi-Monthly
53.0,na,46,1,57,46,1,1,1,1,0,0,Weekly
22.0,O,0,0,48,0,1,1,1,0,1,2,Bi-Weekly
28.0,R,2,0,96,2,1,1,1,1,0,5,Bi-Weekly
22.0,na,0,0,34,0,1,0,0,0,1,0,Bi-Weekly
21.0,na,0,0,1,0,1,1,1,0,1,0,Bi-Weekly
34.0,na,0,0,2,0,1,0,0,1,0,0,Bi-Weekly
39.0,O,0,0,0,0,1,1,1,1,0,0,Bi-Weekly
35.0,R,14,2,45,14,1,1,1,0,1,0,Semi-Monthly
30.0,O,50,2,131,50,1,1,1,0,1,3,na
29.0,na,0,0,36,0,1,0,0,0,1,2,Bi-Weekly
38.0,na,5,2,56,5,1,0,0,0,1,0,Bi-Weekly
23.0,O,0,0,70,0,1,0,0,0,1,2,na
48.0,R,27,0,62,27,1,1,1,1,0,2,na
33.0,O,6,1,49,6,1,0,0,0,1,0,Bi-Weekly
30.0,na,0,0,123,0,1,1,1,0,1,0,Bi-Weekly
30.0,na,6,1,13,6,1,1,1,1,0,0,na
42.0,na,0,0,0,0,1,1,1,0,1,0,Bi-Weekly
29.0,na,0,0,0,0,1,0,0,1,0,0,Bi-Weekly
39.0,na,0,0,0,0,0,1,0,0,0,0,Bi-Weekly
43.0,O,0,0,27,0,1,1,1,0,1,3,Bi-Weekly
17.0,R,2,1,12,2,1,0,0,0,1,0,Bi-Weekly
32.0,na,0,0,0,0,1,0,0,0,1,0,Weekly
35.0,na,0,0,8,0,1,1,1,0,1,0,Bi-Weekly
33.0,na,0,0,21,0,1,0,0,0,1,0,na
37.0,R,4,1,56,4,1,0,0,0,1,0,Semi-Monthly
28.0,R,0,0,23,0,1,1,1,1,0,2,na
31.0,R,1,0,0,1,1,1,1,0,1,0,Semi-Monthly
44.0,na,5,0,49,5,1,1,1,0,1,0,Bi-Weekly
32.0,na,6,2,27,5,1,1,1,0,1,0,Weekly
23.0,R,7,1,114,7,1,1,1,0,1,2,na
50.0,na,0,0,0,0,1,1,1,0,1,0,Bi-Weekly
36.0,na,17,0,64,16,1,1,1,0,1,0,na
34.0,R,0,0,60,0,1,1,1,0,1,0,Weekly
26.0,na,0,0,39,0,1,1,1,1,0,2,Semi-Monthly
25.0,R,0,0,0,0,1,1,1,0,1,2,Bi-Weekly
23.0,O,38,0,41,38,1,1,1,1,1,2,Bi-Weekly
31.0,R,48,0,64,46,1,1,1,0,1,0,Weekly
27.0,na,0,0,0,0,1,0,0,0,1,0,Weekly
32.0,na,1,0,3,1,1,0,0,1,0,0,Bi-Weekly
30.0,na,60,0,90,59,1,1,1,0,1,0,na
60.0,R,0,0,0,0,1,0,0,0,1,0,Weekly
18.0,na,1,0,12,1,1,1,1,0,1,2,Monthly
32.0,R,0,0,0,0,1,1,1,0,1,2,Weekly
41.0,R,0,0,77,0,1,1,1,0,1,3,Bi-Weekly
39.0,na,0,0,66,0,1,0,0,1,1,2,Weekly
32.0,R,0,0,0,0,1,0,0,0,1,0,Bi-Weekly
29.0,na,0,0,2,0,1,0,0,0,1,0,Bi-Weekly
29.0,R,0,0,27,0,1,1,1,0,1,0,Bi-Weekly
27.0,R,3,0,27,3,1,1,1,1,0,0,Semi-Monthly
24.0,na,0,0,5,0,1,0,0,0,1,0,Bi-Weekly
32.0,R,0,0,21,0,1,0,0,1,0,0,Bi-Weekly
34.0,na,0,0,65,0,1,1,1,1,0,0,Monthly
31.0,R,0,0,18,0,1,1,1,1,0,2,Weekly
28.0,R,0,0,65,0,1,0,0,0,1,0,Weekly
38.0,R,48,1,88,47,1,0,0,0,1,0,Bi-Weekly
44.0,R,59,2,65,59,1,1,1,1,0,0,Weekly
27.0,R,0,0,28,0,1,0,0,1,0,0,Monthly
63.0,na,0,0,0,0,1,0,0,0,1,0,Bi-Weekly
44.0,O,0,0,116,0,1,1,1,1,0,0,Bi-Weekly
20.0,na,0,0,4,0,1,1,1,0,1,2,Bi-Weekly
26.0,R,0,0,3,0,1,0,0,0,1,0,Bi-Weekly
32.0,R,1,0,16,0,1,0,0,1,0,0,na
31.0,na,0,0,15,0,1,1,1,0,1,0,Bi-Weekly
30.0,na,19,0,148,17,1,1,1,1,0,0,Bi-Weekly
32.0,R,3,1,75,3,1,1,1,1,0,0,Bi-Weekly
35.0,R,0,0,151,0,1,0,0,0,1,0,na
26.0,na,0,0,10,0,1,0,0,1,1,3,Bi-Weekly
28.0,na,0,0,10,0,1,1,1,0,1,0,Bi-Weekly
26.0,na,0,0,37,0,1,1,1,0,1,0,Weekly
22.0,R,0,0,0,0,1,1,1,0,1,3,Monthly
44.0,O,0,0,0,0,1,1,1,0,1,3,Semi-Monthly
24.0,na,6,3,74,6,1,1,1,0,1,0,Bi-Weekly
32.0,R,0,0,85,0,1,1,1,0,1,0,Bi-Weekly
43.0,na,0,0,29,0,1,1,1,0,1,0,Bi-Weekly
18.0,O,5,3,47,5,1,0,0,0,1,0,Weekly
32.0,R,3,2,61,3,1,0,0,0,1,0,Bi-Weekly
34.0,R,1,1,3,1,1,1,1,0,1,0,Bi-Weekly
41.0,R,15,2,24,15,1,1,1,0,1,2,Weekly
37.0,na,0,0,0,0,1,1,1,0,1,2,na
23.0,R,0,0,0,0,1,0,0,1,0,0,Bi-Weekly
36.0,na,0,0,0,0,1,1,1,0,1,0,na
26.0,R,0,0,0,0,1,1,1,1,0,0,na
37.0,O,49,1,122,49,1,1,1,1,0,0,Monthly
25.0,na,0,0,0,0,0,0,0,0,0,0,na
25.0,O,4,1,12,4,1,0,0,0,1,0,Weekly
47.0,na,0,0,67,0,1,0,0,0,1,0,Bi-Weekly
36.0,R,25,1,84,24,1,1,1,1,0,0,Weekly
34.0,R,0,0,18,0,1,1,1,0,1,0,na
27.0,R,6,0,187,6,1,1,1,1,0,0,Monthly
19.0,R,4,1,101,4,1,1,1,1,0,0,Bi-Weekly
39.0,na,0,0,94,0,1,0,0,0,1,2,Bi-Weekly
43.0,na,0,0,0,0,1,1,1,1,0,0,Bi-Weekly
37.0,R,0,0,0,0,1,1,1,0,1,3,Bi-Weekly
43.0,na,2,0,23,1,1,1,1,1,0,0,Bi-Weekly
30.0,R,0,0,0,0,1,0,0,0,1,0,Weekly
21.0,R,0,0,72,0,1,0,0,0,1,0,Bi-Weekly
21.0,O,1,1,6,1,1,1,1,0,1,4,Monthly
33.0,O,2,1,249,1,1,1,1,1,0,0,Weekly
31.0,R,4,3,75,4,1,1,1,1,0,0,na
30.0,R,12,0,23,11,1,0,0,1,0,0,Bi-Weekly
30.0,R,0,0,9,0,1,1,1,1,0,0,Weekly
38.0,R,12,3,66,12,1,0,0,0,1,2,Semi-Monthly
27.0,na,0,0,90,0,1,0,0,1,0,2,Bi-Weekly
31.0,na,0,0,4,0,1,1,1,0,1,0,Bi-Weekly
42.0,R,0,0,0,0,1,1,1,0,1,0,Bi-Weekly
41.0,R,0,0,0,0,1,1,1,1,0,0,Semi-Monthly
24.0,R,0,0,58,0,1,0,0,0,1,0,na
28.0,R,20,1,125,20,1,1,1,0,1,0,Weekly
43.0,R,0,0,14,0,1,1,1,1,0,0,Bi-Weekly
39.0,R,0,0,21,0,1,1,1,1,0,0,Weekly
53.0,R,47,4,56,46,1,1,1,1,0,0,Monthly
26.0,na,0,0,0,0,0,1,0,0,0,0,Bi-Weekly
27.0,na,0,0,71,0,1,1,1,1,1,2,Weekly
51.0,O,0,0,0,0,1,1,1,0,1,0,Bi-Weekly
54.0,R,1,1,3,1,1,1,1,0,1,0,Bi-Weekly
47.0,R,12,1,98,12,1,1,1,0,1,0,Weekly
26.0,na,2,0,10,2,1,1,1,0,1,0,Weekly
56.0,na,0,0,0,0,1,1,1,1,0,0,Monthly
28.0,na,0,0,17,0,1,1,1,0,1,0,Weekly
49.0,O,4,0,122,4,1,1,1,1,0,0,Bi-Weekly
30.0,R,0,0,44,0,1,1,1,0,1,2,Bi-Weekly
39.0,R,0,0,0,0,1,1,1,1,0,2,Weekly
24.0,R,2,1,16,2,1,1,1,0,1,0,Bi-Weekly
24.0,na,0,0,0,0,1,1,1,0,1,0,Monthly
26.0,R,0,0,0,0,1,1,1,0,1,0,Bi-Weekly
23.0,na,22,0,56,22,1,1,1,1,0,0,na
27.0,R,19,0,52,19,1,1,1,0,1,0,na
20.0,O,1,0,0,1,1,1,1,0,1,0,Bi-Weekly
25.0,na,0,0,12,0,1,0,0,0,1,0,Weekly
34.0,R,1,0,78,1,1,1,1,1,1,2,Weekly
19.0,na,0,0,0,0,0,1,0,0,0,0,Bi-Weekly
31.0,na,6,0,15,6,1,1,1,1,0,2,Bi-Weekly
26.0,R,23,0,44,23,1,0,0,0,1,0,Bi-Weekly
31.0,R,3,1,30,3,1,0,0,0,1,0,Semi-Monthly
24.0,na,2,0,29,2,1,0,0,1,0,2,Bi-Weekly
28.0,R,0,0,0,0,1,0,0,0,1,0,Bi-Weekly
66.0,na,0,0,0,0,1,1,1,1,0,0,na
26.0,R,0,0,15,0,1,0,0,0,1,0,Bi-Weekly
29.0,na,0,0,0,0,1,0,0,0,1,0,Weekly
25.0,R,0,0,9,0,1,1,1,1,0,2,Bi-Weekly
26.0,R,0,0,1,0,1,0,0,0,1,0,Bi-Weekly
33.0,na,0,0,13,0,1,0,0,1,1,2,Bi-Weekly
25.0,na,1,1,10,1,1,1,1,0,1,0,Semi-Monthly
26.0,na,0,0,8,0,1,0,0,1,0,0,Bi-Weekly
32.0,na,0,0,0,0,1,1,1,0,1,0,na
35.0,R,1,0,44,1,1,1,1,1,0,0,Weekly
23.0,R,0,0,0,0,1,1,1,1,0,0,Weekly
22.0,R,0,0,91,0,1,1,1,0,1,0,Bi-Weekly
34.0,R,0,0,0,0,1,1,1,0,1,0,Bi-Weekly
34.0,R,3,0,79,3,1,1,1,1,0,0,Weekly
31.0,R,3,0,9,3,1,1,1,0,1,0,Bi-Weekly
30.0,R,0,0,0,0,1,1,1,1,0,0,Weekly
21.0,na,0,0,13,0,1,0,0,0,1,0,Monthly
43.0,R,2,1,43,2,1,1,1,0,1,0,Bi-Weekly
53.0,R,60,1,86,60,1,1,1,0,1,0,Bi-Weekly
22.0,na,0,0,0,0,1,1,1,0,1,0,Bi-Weekly
28.0,na,0,0,0,0,1,0,0,1,0,0,Bi-Weekly
51.0,na,0,0,7,0,1,1,1,1,0,0,Semi-Monthly
39.0,R,5,0,142,5,1,1,1,1,0,2,Weekly
34.0,na,0,0,0,0,1,1,1,1,0,0,Bi-Weekly
36.0,R,6,0,79,6,1,1,1,0,1,0,na
62.0,na,10,1,17,10,1,1,1,0,1,0,Semi-Monthly
32.0,na,0,0,59,0,1,1,1,0,1,2,Weekly
24.0,O,1,0,3,1,1,0,0,1,0,0,na
36.0,R,27,2,128,27,1,1,1,1,0,0,Bi-Weekly
27.0,R,16,9,97,15,1,1,1,0,1,2,Weekly
38.0,R,51,0,61,50,1,1,1,0,1,0,Bi-Weekly
42.0,R,8,1,0,8,1,0,0,1,0,0,Bi-Weekly
44.0,R,0,0,16,0,1,1,1,1,0,0,Semi-Monthly
23.0,na,0,0,0,0,1,1,1,1,0,0,Weekly
24.0,R,55,11,62,55,1,1,1,1,0,0,Bi-Weekly
28.0,R,0,0,0,0,1,0,0,1,0,0,Weekly
25.0,na,3,1,55,3,1,1,1,1,0,0,Semi-Monthly
35.0,na,2,0,5,2,1,0,0,0,1,2,Monthly
29.0,na,7,0,84,7,1,1,1,0,1,0,na
23.0,na,0,0,0,0,1,0,0,1,0,0,Bi-Weekly
28.0,na,0,0,46,0,1,0,0,0,1,0,Bi-Weekly
39.0,na,0,0,0,0,1,1,1,1,0,0,Weekly
25.0,R,1,0,55,1,1,1,1,0,1,0,Bi-Weekly
24.0,na,4,1,87,4,1,0,0,0,1,0,Weekly
28.0,na,0,0,15,0,1,1,1,0,1,2,Semi-Monthly
23.0,R,5,3,88,5,1,0,0,1,0,0,Weekly
47.0,na,0,0,0,0,0,1,0,0,0,0,Bi-Weekly
24.0,R,0,0,0,0,1,1,1,1,1,2,na
20.0,O,55,1,157,55,1,0,0,0,1,0,Bi-Weekly
25.0,R,0,0,12,0,1,1,1,1,0,0,Bi-Weekly
28.0,na,0,0,30,0,1,0,0,0,1,2,na
29.0,R,4,1,75,4,1,1,1,0,1,0,Bi-Weekly
34.0,na,0,0,0,0,0,1,0,0,0,0,Bi-Weekly
28.0,R,0,0,22,0,1,0,0,0,1,0,Bi-Weekly
36.0,na,0,0,0,0,1,1,1,0,1,0,Monthly
37.0,O,10,0,81,9,1,1,1,1,0,0,Semi-Monthly
40.0,na,0,0,10,0,1,1,1,1,0,0,na
21.0,na,0,0,14,0,1,0,0,0,1,0,Semi-Monthly
51.0,na,0,0,41,0,1,1,1,0,1,0,Weekly
25.0,R,15,1,29,14,1,1,1,0,1,0,Weekly
25.0,O,12,0,70,10,1,1,1,1,0,2,Bi-Weekly
27.0,R,0,0,88,0,1,1,1,1,0,0,Semi-Monthly
24.0,na,3,0,68,3,1,1,1,0,1,0,Bi-Weekly
26.0,na,0,0,0,0,1,0,0,1,0,3,Bi-Weekly
46.0,na,0,0,0,0,0,1,0,0,0,0,Weekly
26.0,R,3,0,101,3,1,1,1,0,1,0,Semi-Monthly
25.0,R,0,0,0,0,1,0,0,0,1,0,Bi-Weekly
29.0,O,0,0,5,0,1,0,0,0,1,3,na
26.0,R,1,0,1,1,1,1,1,0,1,0,Bi-Weekly
22.0,O,0,0,35,0,1,1,1,0,1,0,Monthly
29.0,na,0,0,0,0,1,1,1,0,1,0,Monthly
26.0,R,1,1,91,1,1,1,1,1,0,0,Weekly
51.0,R,0,0,3,0,1,0,0,0,1,2,Weekly
53.0,R,0,0,0,0,1,1,1,1,0,0,Bi-Weekly
24.0,na,0,0,7,0,1,1,1,0,1,0,Weekly
39.0,O,0,0,0,0,1,0,0,0,1,0,Semi-Monthly
26.0,O,0,0,0,0,1,0,0,0,1,2,Weekly
27.0,R,8,1,53,8,1,0,0,0,1,0,Weekly
31.0,O,16,0,11,16,1,1,1,1,0,0,Bi-Weekly
30.0,O,1,0,67,1,1,1,1,1,0,2,Bi-Weekly
37.0,na,0,0,3,0,1,1,1,1,0,2,Bi-Weekly
31.0,R,8,0,26,8,1,0,0,0,1,0,Bi-Weekly
20.0,na,8,1,32,8,1,0,0,0,1,0,Weekly
54.0,R,0,0,15,0,1,0,0,0,1,0,na
42.0,R,0,0,33,0,1,1,1,1,0,0,na
48.0,R,0,0,66,0,1,1,1,1,0,0,Weekly
34.0,na,0,0,0,0,1,1,1,0,1,0,na
23.0,R,0,0,12,0,1,0,0,0,1,0,Semi-Monthly
51.0,R,0,0,6,0,1,1,1,1,0,0,na
28.0,R,0,0,0,0,1,1,1,0,1,0,Semi-Monthly
36.0,na,18,1,59,17,1,1,1,1,0,0,Weekly
41.0,na,28,2,14,28,1,1,1,0,1,2,Bi-Weekly
18.0,R,0,0,11,0,1,1,1,1,0,0,Bi-Weekly
59.0,R,0,0,0,0,1,1,1,0,1,0,Monthly
20.0,R,0,0,0,0,1,0,0,0,1,2,Bi-Weekly
23.0,na,0,0,0,0,1,1,1,0,1,2,Bi-Weekly
50.0,R,1,0,0,1,1,1,1,0,1,0,Monthly
44.0,O,3,1,11,3,1,1,1,1,0,0,Bi-Weekly
37.0,O,0,0,0,0,1,1,1,0,1,0,Semi-Monthly
34.0,R,8,0,117,8,1,1,1,0,1,0,na
